"HBCx14_AC1","HBCx14_AC2","HBCx14_AC3","HBCx14_AC4","HBCx14_AC5","Symbol"
111,192,184,292,255,"AKAP7"
581,751,873,903,1032,"RAB32"
671,803,1009,1234,1222,"MYB"
1,2,2,4,5,"ALDH8A1"
325,489,788,855,986,"SGK1"
911,1129,1308,1519,1645,"RNF146"
0,0,0,0,0,"ARG1"
1846,2586,2411,4604,4179,"CCN2"
0,0,1,0,0,"TCF21"
8,18,8,15,11,"PMFBP1"
410,563,667,764,750,"FBXL5"
503,623,786,886,966,"MED28"
171,256,260,301,351,"SLC16A7"
285,337,395,516,600,"RXYLT1"
156,181,201,298,286,"ZNF430"
1723,2032,2207,2380,2758,"VAMP8"
318,336,431,538,538,"DCLRE1B"
1165,1286,1452,1878,1893,"MYL12B"
477,676,693,862,790,"FOXO3"
22,35,42,53,54,"ARMC2"
0,0,0,0,0,"GHRH"
2556,3182,3838,4306,4718,"RPN2"
1343,1688,1965,2236,2413,"TGIF2"
2,0,5,1,2,"CASQ2"
0,1,0,2,0,"OLFM3"
160,215,280,320,312,"PKD2"
1,5,9,8,1,"ABCG2"
51,62,65,175,99,"SPP1"
15,17,21,24,11,"STBD1"
3143,3723,4359,4493,5254,"CCNI"
9810,15256,11254,17920,13390,"RARRES1"
2310,3143,3244,3843,3784,"MFSD1"
668,951,1119,1301,1294,"RAB3GAP2"
244,308,339,420,559,"EEF2KMT"
3784,4450,5442,5192,5739,"PPL"
1210,1552,2074,2340,2381,"UBN1"
0,0,0,0,0,"BTF3P11"
320,465,523,572,552,"KLF12"
93,131,161,147,195,"UCHL3"
6,8,17,18,25,"PCDH17"
596,730,916,975,1067,"HS1BP3"
125,179,260,244,286,"LDAH"
973,1413,1633,1832,1812,"WDR35"
1,8,9,9,12,"CCND2"
0,0,1,0,1,"FGF23"
10,11,17,28,18,"OTUD4P1"
709,996,1146,1500,1409,"ELL2"
0,0,0,0,0,"GLRXP3"
11,17,14,20,23,"DNAH7"
291,371,394,435,437,"CYP20A1"
444,609,649,755,797,"NDUFB3"
419,587,676,849,779,"GTF3C3"
7,19,21,20,19,"SATB2"
517,950,1043,1015,1177,"UBE2B"
20,34,35,49,34,"TRPM6"
19,30,45,25,39,"GDA"
141,302,527,264,370,"KLF9"
83,108,154,177,153,"TJP2"
27,28,40,25,33,"ECRG4"
1159,1451,1724,1967,2108,"ITGB1BP1"
1616,1849,2145,2392,2635,"CPSF3"
675,755,878,842,921,"PIGZ"
1792,2437,2796,3482,3537,"SENP5"
73,88,107,148,118,"CCDC92"
1733,2234,2772,2945,3325,"C1orf198"
1,2,4,4,8,"TRIM67"
1332,1815,2391,3039,3116,"HEATR1"
2774,3664,4159,4948,4943,"PTBP3"
4226,5308,6510,7595,8579,"RAD23B"
1161,1551,1883,2123,2191,"FKBP15"
408,442,503,656,542,"CTNNAL1"
534,638,706,832,890,"ABITRAM"
3201,3602,3921,4245,4469,"WDR34"
11963,14692,17394,20704,22398,"SET"
3869,4784,5561,6151,6794,"PTPA"
1473,1835,2089,2386,2595,"GLE1"
1985,2833,3403,3702,3743,"RAB14"
1122,1564,2062,2165,2099,"CNTRL"
374,394,512,494,627,"TRIM32"
1528,2318,2759,3004,3020,"FBXW2"
1432,1723,2052,2142,2407,"PHF19"
371,534,793,918,859,"NEK6"
2236,2534,3195,3262,3853,"BSPRY"
998,1358,1454,1724,1840,"PPP6C"
616,748,872,998,997,"NDUFA8"
916,1052,1204,1320,1631,"HDHD3"
26,40,23,38,27,"LCN1P1"
624,843,947,1177,1188,"RBM18"
0,0,2,0,0,"SLC46A2"
593,718,754,1013,1030,"HSDL2"
1867,2277,2622,2789,3182,"MAPKAP1"
19,34,44,56,75,"NR4A3"
200,240,320,329,345,"INVS"
155,214,208,274,279,"GALNT12"
801,1021,1199,1439,1405,"DENND1A"
696,894,993,1244,1355,"ALG2"
5,12,5,17,15,"CSF3R"
521,629,784,999,1059,"KDSR"
850,1105,1270,1489,1586,"VPS4B"
52,102,117,130,134,"ONECUT2"
562,628,818,789,1000,"C19orf25"
196,282,316,394,400,"ZBTB45"
1255,1596,2251,2470,2457,"YLPM1"
653,713,918,1011,1127,"DCAF4"
0,0,0,0,0,"PROX2"
0,0,0,0,1,"VSX2"
695,836,983,1183,1244,"FCF1"
15,15,37,43,43,"PGF"
130,162,179,160,228,"IFI27L2"
62,72,99,129,112,"BBOF1"
662,979,1102,1278,1270,"NEK9"
115,134,189,188,236,"ACYP1"
201,219,191,235,283,"IFT43"
604,674,770,824,964,"NPC2"
0,0,0,0,0,"DPPA5P4"
218,271,251,292,299,"DNAL1"
2110,2438,3157,3932,4535,"IRF2BPL"
97,115,113,113,138,"ACOT2"
136,190,397,421,402,"LTBP2"
728,958,1276,1433,1457,"AREL1"
225,320,402,424,492,"MLH3"
552,619,892,996,1003,"TTLL5"
44,79,104,115,140,"FLVCR2"
555,683,828,798,971,"ABCD4"
1553,1761,1976,2245,2473,"DLST"
50,87,117,156,138,"PPP4R4"
187,185,345,241,321,"TGFB3"
63,72,69,85,94,"ZC2HC1C"
548,617,695,741,923,"SLIRP"
1945,2494,2938,3602,3558,"RBM25"
358,548,677,460,673,"ALDH6A1"
9,20,16,17,30,"GPR68"
2,1,4,2,5,"ESRRB"
205,289,355,375,449,"EIF2B2"
206,287,342,445,447,"NRDE2"
205,248,302,312,351,"COQ6"
15,13,9,16,13,"ZNF410"
768,983,1372,1410,1520,"RHOQ"
44,107,132,160,153,"GPR75"
1506,1996,2471,2803,3048,"SUPT7L"
63,70,168,181,197,"KLHL29"
2491,3263,3974,4386,4645,"DNMT3A"
1996,2493,3185,3423,3939,"TMEM214"
419,533,626,770,737,"ATAD2B"
1,1,5,2,1,"FKBP1B"
4601,6358,7203,8329,8336,"ATL2"
715,1094,1224,1185,1316,"YPEL5"
1359,1754,2233,2458,2741,"FAM98A"
1286,1975,2105,2273,2417,"YIPF4"
559,767,1101,1120,1120,"AFTPH"
416,505,573,649,673,"LGALSL"
0,2,6,2,2,"CNRIP1"
628,893,930,1199,1222,"BCL11A"
444,568,612,731,767,"CRIPT"
5945,7029,8426,9775,10717,"EPCAM"
228,323,340,354,336,"SLC17A5"
864,1175,1132,1537,1462,"OGFRL1"
210,307,413,438,433,"SLF2"
243,338,404,478,456,"IDE"
0,0,0,0,0,"TECTB"
1,0,1,0,0,"ELOVL3"
288,595,977,1537,1314,"IFIT3"
0,0,0,0,0,"NKX2-3"
646,1403,1776,2407,2238,"IFIT2"
101,152,238,226,230,"GPAM"
67,93,82,91,105,"CUTC"
3,7,13,4,13,"PPP1R3C"
63,92,81,101,90,"PYROXD2"
99,151,172,229,236,"CNNM1"
408,582,599,614,709,"MXI1"
221,307,352,385,468,"SMNDC1"
122,162,175,185,235,"C10orf88"
574,684,687,784,894,"HELLS"
0,0,0,0,0,"PRLHR"
267,348,373,418,450,"TCTN3"
178,228,243,269,329,"DENND10"
36,43,59,48,83,"AVPI1"
859,1197,1365,1649,1504,"WDR11"
234,302,306,369,431,"ARMH3"
29,36,40,58,51,"KCNIP2"
3,5,13,8,4,"CFAP58"
205,228,338,356,374,"GOT1"
0,0,0,0,0,"CPN1"
10,15,11,4,18,"C10orf95"
0,1,3,0,2,"SFRP5"
1059,1491,1775,2117,2012,"GNA13"
12,17,17,26,9,"HOXB8"
266,370,407,554,496,"KANSL1"
3,22,24,19,11,"HOXB5"
0,0,0,0,0,"CRHR1"
24,40,56,63,63,"HOXB3"
0,0,0,0,0,"HOXB1"
251,383,461,394,661,"DUSP1"
643,914,1156,1294,1380,"PANK3"
0,0,0,0,0,"MSX2"
11,31,53,29,48,"TEK"
346,398,527,616,713,"RCL1"
284,335,391,427,486,"CAAP1"
0,0,0,0,1,"EQTN"
375,538,539,902,734,"MOB3B"
0,0,0,0,0,"INSL6"
0,0,0,1,1,"INSL4"
0,0,0,0,0,"MLANA"
2,9,11,23,17,"CD274"
0,0,0,0,0,"IFNA6"
0,0,0,0,0,"IFNA8"
0,2,2,1,1,"GRIA2"
1172,1346,1579,1764,1958,"NUP43"
1493,1755,2315,2703,2969,"MTHFD1L"
128,188,288,285,267,"LRP11"
0,4,3,3,1,"CCDC170"
1796,2178,2927,3150,3655,"PCMT1"
722,1061,1535,1714,1570,"PLEKHG1"
0,0,0,0,0,"MYCT1"
0,0,0,0,0,"CXorf21"
8,5,5,6,6,"MAGEB4"
267,284,301,355,383,"CYSTM1"
727,897,1051,1165,1269,"WDR55"
661,903,1121,1268,1309,"ARAP3"
0,0,3,2,2,"PCDHB8"
196,220,248,281,361,"PCDHB10"
195,272,397,431,531,"PCDHB14"
3,7,10,7,9,"PCDHB12"
0,0,0,0,1,"SLC25A2"
0,1,4,0,1,"TNN"
429,545,546,675,711,"MRPS14"
265,365,454,570,586,"CENPL"
49,119,44,103,97,"TNFSF18"
12,8,16,22,19,"SEC16B"
325,483,506,628,660,"GORAB"
3,5,6,7,9,"GPR31"
868,1017,1187,1305,1407,"ACAT2"
7398,9120,11411,13765,15108,"TCP1"
1,0,0,2,0,"TTLL2"
900,1313,1799,1926,2030,"SNX19"
16,28,43,32,51,"KCNJ5"
380,562,689,833,737,"MSANTD2"
4,3,7,12,9,"TP53AIP1"
0,0,1,0,1,"TEX11"
0,2,0,0,0,"ARR3"
475,655,683,817,880,"PDZD11"
139,188,188,257,229,"SLC10A7"
621,757,1009,1218,1369,"NUDCD1"
970,1312,1530,1775,1938,"ENY2"
1274,1651,2263,2659,2575,"MASTL"
1745,2497,2987,3736,3260,"KIAA1217"
10,18,11,14,12,"SEPTIN7P9"
0,0,0,1,0,"LYZL1"
3022,3739,4316,5062,5537,"PLXDC2"
728,1147,1294,1638,1701,"EPC1"
261,303,389,339,406,"IQSEC3"
1324,1632,2134,2231,2467,"CCDC77"
245,313,367,374,451,"TAF12"
5,7,20,19,8,"ENOX1"
1,2,4,2,8,"TNFSF11"
164,213,215,286,259,"MTRF1"
14,23,21,33,26,"SPART-AS1"
22,14,14,12,17,"SOHLH2"
351,446,531,589,672,"DNAJC15"
1332,1865,2298,2755,2732,"PROSER1"
901,1270,1420,1703,1743,"UFM1"
197,282,336,321,340,"WBP4"
896,1287,1544,1882,1824,"ELF1"
15,27,27,26,48,"SMAD9"
1613,2385,3769,4563,4421,"HSPH1"
181,228,262,250,285,"KBTBD7"
301,355,374,490,439,"ALG5"
453,540,631,682,853,"EXOSC8"
2291,3318,4064,4689,4967,"ETF1"
334,503,817,898,1025,"TGFBI"
1814,2207,2608,2946,3190,"FAM53C"
434,530,599,682,753,"SIL1"
990,1497,1958,1824,2100,"PAIP2"
0,0,0,0,0,"MYOT"
1423,2202,2688,3077,2799,"KDM3B"
525,678,588,818,1073,"EGR1"
5243,6646,8884,10194,10588,"SERP1"
484,562,755,875,857,"PLS1"
323,499,597,631,649,"ZFP30"
161,212,205,248,274,"NR2C1"
418,620,707,1024,947,"UTP20"
2410,3100,3581,4499,4399,"TMPO"
794,1124,1238,1462,1562,"ARL1"
9,15,18,18,14,"GLT8D2"
256,358,305,326,402,"MTERF2"
10,21,19,28,31,"SOCS2"
387,544,648,803,777,"NFYB"
330,422,429,489,492,"WASHC3"
277,405,457,559,486,"APAF1"
312,404,515,614,684,"DUSP4"
881,1413,1229,1654,1593,"CLU"
1928,2775,3464,3859,4117,"TNFRSF10B"
2024,2436,2866,3231,3602,"SORBS3"
223,349,414,503,514,"PTK2B"
1,2,0,0,1,"CHRNA2"
0,0,0,0,0,"ADRA1A"
182,239,302,311,347,"PPP3CC"
222,258,320,321,359,"PDLIM2"
210,333,360,333,370,"EPHX2"
230,273,308,351,354,"RNF170"
0,1,0,2,0,"NPPB"
253,337,454,503,565,"UBIAD1"
1412,1965,2421,2850,2807,"TARDBP"
11,13,32,38,68,"TNFRSF8"
0,0,0,0,0,"PRAMEF2"
885,1164,1469,1487,1651,"ZNF706"
1128,1392,1588,1930,2086,"LYPLA1"
255,330,372,350,407,"CRISPLD1"
531,647,675,871,945,"COPS5"
549,717,883,1452,1448,"RDH10"
0,1,2,0,1,"EPX"
2086,2530,3290,3756,3954,"AKAP1"
330,413,514,540,579,"COIL"
1770,2567,3770,4738,4484,"TRIM25"
1709,2165,2240,2538,2540,"SCPEP1"
269,401,455,482,530,"SPOP"
6,29,25,20,26,"TBX2"
296,360,433,578,599,"SLC35B1"
40,40,51,47,61,"TBX4"
1,1,10,9,13,"NACA3P"
14,18,31,27,57,"TEX14"
135,205,220,231,221,"FAM117A"
1192,1439,1911,2048,2249,"NCAPH"
89,162,188,215,193,"LRAT"
783,1124,1552,1727,1755,"TMEM131L"
161,158,236,235,289,"MND1"
236,288,280,290,301,"TRIM6"
1,11,8,6,10,"ABCC11"
345,618,683,724,752,"TENT4B"
1232,1737,2462,2837,2730,"ADCY7"
1045,1323,1484,1627,1786,"CEP89"
8,10,29,22,24,"TSHZ3"
1282,1807,1866,2094,2100,"ECHDC2"
0,0,0,0,0,"TAS2R8"
1954,2579,2910,3505,3298,"PLBD1"
0,0,0,0,0,"TAS2R10"
0,0,0,0,0,"PRB2"
125,184,224,253,257,"PYROXD1"
0,0,0,0,0,"IAPP"
3,2,12,14,6,"KCNJ8"
0,0,0,0,0,"TAS2R7"
1225,1432,1823,1777,2005,"BCL2L14"
0,0,0,0,0,"TAS2R9"
0,0,0,0,0,"AL139327.1"
1002,1212,1315,1579,1628,"PSPC1"
159,181,227,236,247,"ZNF549"
5,9,8,9,5,"A1BG"
1043,1350,1412,1475,1793,"ZSCAN18"
126,205,243,230,274,"ZNF211"
364,487,474,653,717,"PDZRN3"
1,1,0,0,0,"RGSL1"
19,16,33,30,40,"LHX4"
600,810,907,1170,1254,"RNF2"
393,493,532,611,691,"TRMT1L"
163,219,243,239,287,"SEC22A"
40,76,73,76,86,"CSTA"
0,0,1,0,0,"DPPA4"
9,13,17,11,10,"POPDC2"
357,501,545,593,654,"B4GALT4"
3383,4456,5065,6017,6645,"NAA50"
1,1,3,1,1,"CD80"
452,576,734,850,908,"KIF18A"
0,0,0,0,0,"GJA8"
1647,2283,2644,3135,3228,"DESI2"
266,303,380,351,423,"MAPK8IP1"
359,448,599,656,664,"CRY2"
254,302,340,346,444,"PEX16"
62,96,122,139,145,"DEPDC7"
821,1020,1389,1320,1382,"CAT"
352,501,500,647,700,"PILRB"
1482,2006,2352,2657,2607,"ZMYM2"
7,5,10,5,14,"GJB6"
2,4,3,8,8,"GJA3"
365,547,541,725,645,"TBC1D15"
107,118,129,122,155,"ADGRB2"
1,1,0,1,3,"HCRTR1"
712,775,904,1018,1186,"ZCCHC17"
24,36,40,18,39,"FABP3"
3957,4811,5219,5915,6297,"KHDRBS1"
417,502,572,622,719,"TMEM39B"
0,0,1,0,1,"CCRL2"
0,0,3,1,1,"CCR2"
89,109,127,134,132,"POLR3GL"
0,1,0,0,0,"GHSR"
1329,2011,3590,3650,3628,"TNFSF10"
931,1224,1509,1735,1769,"ZNF639"
0,1,0,1,0,"SLITRK3"
714,1003,1279,1421,1429,"PIK3CA"
1777,2468,3083,3776,3529,"PDS5A"
0,0,1,1,1,"TMEM156"
101,154,166,224,223,"LIAS"
149,133,114,301,167,"CPXM2"
944,1139,1196,1444,1537,"TMEM54"
37,56,127,163,110,"ZSCAN20"
8,19,38,24,41,"CSMD2"
10,19,19,16,22,"HPCA"
458,545,646,796,824,"LRIF1"
0,2,0,0,0,"TMIGD3"
928,1101,1289,1640,1356,"CLCC1"
1630,1737,2224,2704,2471,"GPSM2"
412,502,659,810,723,"GTDC1"
487,756,925,1109,1253,"CXCR4"
135,158,158,168,193,"ZRANB3"
309,417,454,538,617,"ACVR2A"
189,309,302,354,373,"POLK"
26,24,37,39,34,"SV2C"
0,0,0,1,0,"FLT3"
3433,3961,4436,5089,5663,"RPL21"
301,371,398,541,524,"MTIF3"
1521,1765,2082,2370,2562,"GTF3A"
11,11,11,11,16,"RASL11A"
283,378,490,528,602,"UBL3"
0,0,0,0,0,"LINC00544"
2691,3225,4333,5197,5326,"FYTTD1"
769,1118,1341,1416,1450,"MTERF4"
0,0,0,0,0,"XPNPEP2"
9,15,18,12,24,"SASH3"
470,681,785,878,882,"OCRL"
1,3,10,7,8,"PAEP"
7,6,7,5,9,"OBP2A"
1249,1514,1851,2102,2421,"MRPS2"
0,0,0,0,0,"TBX22"
6,15,36,20,34,"FMOD"
1,0,0,0,0,"MYOG"
1,0,2,0,1,"LAX1"
0,0,0,0,0,"PLG"
1626,1873,2384,2607,2816,"KIAA1191"
4989,6697,8018,8895,9446,"COPA"
0,0,2,1,2,"CD244"
0,0,0,1,1,"LY9"
0,0,0,0,1,"HS3ST2"
1128,1812,2178,2824,2455,"RBBP6"
657,911,1042,1220,1272,"ZC3H7A"
0,0,0,0,0,"PRM2"
678,875,1016,1027,1054,"SERAC1"
2515,3010,3683,4218,4520,"ANXA11"
22,14,12,13,8,"LDB3"
0,0,0,0,1,"OPN4"
444,592,731,941,953,"SHLD2"
2012,2467,2642,2869,3121,"PRXL2A"
340,398,510,565,647,"ZNF205"
510,568,704,779,918,"NAA60"
6259,6647,7895,9525,9260,"RPL5"
1525,1754,2089,2480,2182,"ODF2L"
2,2,13,6,5,"PTGFR"
13,30,18,24,39,"SPATA1"
293,444,440,545,534,"TRMT13"
19,23,32,34,26,"LRRC39"
61,70,84,98,105,"RWDD3"
900,1334,1637,2129,1790,"ZNF644"
365,434,539,625,573,"CCDC18"
365,498,631,742,731,"RPAP2"
569,630,755,800,940,"SLC66A2"
111,133,161,168,181,"BBS9"
155,221,213,285,284,"PMS2"
3818,4821,5910,6661,7432,"ZMIZ2"
4,2,2,2,4,"OCM"
2179,3134,4070,4638,4622,"SEPTIN7"
49,81,132,129,142,"EEPD1"
0,0,0,0,0,"KIAA0087"
470,594,644,681,775,"KLHL7"
315,409,526,565,590,"HERPUD2"
2755,3359,3897,4697,5108,"CBX3"
14152,19955,24214,27461,29599,"HNRNPA2B1"
139,189,246,234,268,"WIPF3"
0,0,0,0,0,"NXPH1"
0,0,3,1,1,"NPY"
307,425,575,648,596,"FAM126A"
47,106,105,101,51,"HOXA7"
484,863,1002,1222,1371,"INHBA"
1265,1499,1943,1941,2204,"FKBP9"
541,641,797,1028,988,"NT5C3A"
117,175,262,152,207,"ARL4A"
333,439,446,548,586,"CCZ1"
235,301,319,317,362,"POLM"
0,2,0,0,0,"RAMP3"
3,2,2,5,5,"MRM2"
50,82,114,116,99,"TWIST1"
782,1039,1248,1334,1440,"SMU1"
812,1099,1213,1785,1886,"GLIPR2"
131,181,217,238,248,"SLC25A51"
1721,2249,2629,2999,3123,"CLTA"
115,116,170,138,163,"RECK"
0,0,0,0,0,"SPINK4"
0,5,8,5,2,"TAF1L"
274,367,410,377,417,"ACO1"
13,15,25,35,41,"PHF24"
13,32,26,11,15,"DNAI1"
539,717,881,1033,1007,"DCAF10"
224,355,348,338,516,"CNTFR"
485,698,928,1007,1060,"KIAA1549"
807,1065,1484,1456,1453,"TRIM24"
479,634,772,1036,966,"CYREN"
4238,5699,7799,8676,8413,"CALD1"
2,2,0,0,2,"AKR1D1"
0,2,2,2,5,"NUDT10"
0,0,0,0,1,"SFTPA1"
0,0,0,0,1,"NEUROG3"
1071,1196,1906,1625,2182,"PLAU"
2,2,1,5,1,"SRGN"
681,858,1298,1484,1688,"CHST3"
64,69,125,101,110,"BICC1"
0,1,1,0,0,"ARL4AP1"
587,779,972,990,1110,"CISD1"
49,40,57,54,92,"EGR2"
608,805,854,1058,1195,"ECD"
640,1032,1212,1432,1364,"P4HA1"
649,707,833,782,987,"SLC25A16"
1878,2340,2660,3106,3438,"ZWINT"
1685,2212,2523,2857,3024,"VPS26A"
446,593,827,1068,1029,"RBM19"
764,920,1397,1409,1419,"CIT"
259,353,366,451,380,"IFT81"
217,264,225,293,294,"ACADS"
75,67,97,76,93,"HVCN1"
0,0,0,1,0,"NME2P1"
1381,1638,2080,2286,2658,"DDX54"
679,1003,1391,1740,1614,"MED13L"
550,732,830,725,905,"CDKN2C"
1988,2611,3364,3223,3593,"RNF11"
152,164,250,355,247,"RASSF8"
254,325,450,582,605,"BHLHE41"
253,317,344,401,361,"SSPN"
1820,2536,2966,3527,2948,"ITPR2"
445,551,607,663,742,"CCDC91"
0,2,3,2,4,"NECAB1"
710,957,1264,1342,1265,"WWP1"
794,944,1096,1264,1246,"ACOT9"
1056,1253,1296,1658,1796,"PRDX4"
2929,3494,3915,4549,5682,"DDX39A"
5667,6844,7464,8150,9215,"PKN1"
2712,3247,4230,4925,5282,"TRIR"
1446,1627,2425,2482,2623,"ADGRE5"
194,231,241,267,318,"WDR83"
7114,8117,9733,10979,12582,"GIPC1"
0,0,0,0,0,"ACTRT1"
0,0,0,1,0,"CCDC70"
98,135,153,180,211,"SPRYD7"
455,538,630,698,794,"EBPL"
52,109,113,155,116,"ATP7B"
697,939,1336,1719,1497,"ZC3H13"
1,3,2,14,11,"GUCY1B2"
536,723,875,1013,1176,"NLN"
293,322,405,468,472,"CENPK"
2761,3234,3778,4576,4569,"OPTN"
0,0,0,0,1,"ITIH5"
288,331,430,484,521,"ATF1"
6,9,15,15,20,"TSFM"
0,0,0,0,0,"NEUROD4"
7,18,26,15,24,"ARHGAP9"
170,268,359,452,370,"NCKAP1L"
3,10,15,13,11,"MMP19"
1416,1834,2030,2334,2422,"PFDN5"
776,950,1194,1168,1328,"SPATS2"
209,299,309,309,387,"ORMDL2"
559,818,931,1046,1294,"NR4A1"
8,33,32,62,41,"PDE1B"
51,62,76,89,101,"HOXC13"
1538,2012,2411,2376,2749,"CDK2"
645,959,1443,1537,1383,"LRP1"
72,60,128,146,112,"HOXC11"
489,642,809,944,1017,"ATG101"
30,39,45,65,62,"NFE2"
123,115,206,203,215,"HOXC12"
127,130,196,187,241,"IKZF4"
204,288,399,371,425,"SMUG1"
11562,13905,17341,19203,21579,"TUBA1B"
117,140,155,162,198,"EEF1AKMT3"
201,233,311,370,462,"KBTBD4"
2,0,0,0,0,"TYRL"
4,3,4,2,1,"SARDH"
0,0,1,0,1,"DBH"
608,916,874,1009,1123,"ATPAF1"
974,1293,1796,2080,2017,"STIL"
1329,1607,2243,2355,2858,"HJURP"
3,1,2,3,3,"IL13RA2"
0,0,0,0,0,"COL10A1"
2813,3578,4771,6044,5987,"AMD1"
170,263,202,340,355,"NDUFAF4"
130,205,250,279,279,"USP45"
6,13,10,9,13,"PLP1"
0,0,0,0,0,"SERPINA7"
2921,3694,4482,5164,5587,"MORF4L2"
0,0,0,0,0,"H2BW1"
76,72,85,96,95,"RAB9B"
4,3,14,9,9,"NRK"
426,616,700,789,723,"FAM199X"
4,16,28,29,34,"ESX1"
0,0,0,0,0,"MAGEA9"
0,0,0,0,0,"ATXN3L"
331,428,471,576,609,"RAB9A"
606,844,1020,1239,1237,"METTL8"
311,408,405,615,509,"TTC21B"
698,989,1026,1460,1381,"NMI"
32,81,96,114,143,"TNFAIP6"
4,10,8,7,5,"ACVR1C"
679,950,965,1184,1008,"BAZ2B"
340,457,623,673,690,"SLC36A1"
848,1016,1371,1506,1424,"LPGAT1"
41,86,99,123,128,"BATF3"
4,12,8,9,14,"G0S2"
2,2,4,3,5,"KCNJ2"
589,798,1050,1157,1147,"RAP2C"
589,720,774,947,993,"EXOSC9"
318,427,434,521,583,"PLA2G12A"
39,27,42,54,54,"B9D2"
380,476,502,505,576,"COQ8B"
355,428,509,626,655,"PFKFB2"
6,8,5,14,7,"C4BPA"
0,2,2,0,2,"C4BPB"
145,218,295,371,308,"ZNF137P"
164,178,228,242,273,"RAB38"
4,7,7,15,15,"GPR83"
1013,1406,1732,2135,2138,"AGO2"
521,616,697,725,691,"MXD4"
11,17,15,14,12,"PMS2P5"
1538,1887,2207,2528,3047,"CKS2"
3,7,8,8,2,"DAW1"
1812,2640,2535,3244,3073,"ACSL3"
2031,2462,2773,3115,3541,"CHPF"
1047,1205,1395,1703,1796,"DNPEP"
33,31,31,53,47,"INHA"
0,0,0,7,0,"MOGAT1"
4435,5104,4646,5352,5747,"OBSL1"
27,34,39,30,54,"FAM124B"
753,951,1116,1156,1241,"SLC12A4"
535,650,658,603,807,"ENKD1"
0,0,0,0,0,"MC3R"
0,0,0,0,0,"GCNT7"
0,0,0,0,0,"CTCFL"
42,44,65,52,55,"HMGB1P1"
2395,2881,3329,3693,3909,"FAM210B"
145,196,237,381,343,"PI3"
3,6,11,6,7,"FAM209A"
263,352,456,474,436,"SNX21"
7041,8578,7623,9891,9308,"SLPI"
20,45,45,26,58,"WFDC3"
535,826,1229,1408,1367,"TTPAL"
1552,1978,2170,2272,2608,"PREX1"
74,81,87,121,118,"KCNS1"
2,5,10,3,8,"SLC12A5"
333,300,329,419,363,"ARHGAP40"
2890,4021,4961,5896,7056,"SDC4"
562,834,823,1106,996,"NCOA3"
1185,1578,1738,1927,2227,"PIGT"
0,0,0,0,0,"SEMG2"
30,48,55,53,62,"MATN4"
1107,1499,1842,2354,2487,"NCOA5"
1579,2073,2229,2790,2917,"VAPB"
485,588,498,584,763,"PARD6B"
1816,2220,2405,2876,3247,"ATP5F1E"
659,905,1038,1293,1262,"CHD6"
2262,3073,3907,4084,4164,"PLCG1"
11,17,36,31,30,"TOX2"
2308,3016,3787,4514,4997,"SRSF6"
1,6,6,2,5,"GDAP1L1"
0,0,0,0,0,"GTSF1L"
852,1284,1449,1766,1644,"ARFGEF2"
1283,2426,3570,4630,4032,"ZNFX1"
0,0,0,0,0,"ZNF831"
0,0,0,0,1,"EDN3"
2736,3700,4416,4918,5533,"CSE1L"
0,0,0,0,0,"TMEM189-UBE2V1"
1092,1506,1631,1861,2028,"RAB22A"
188,204,216,197,247,"PTGIS"
3103,4064,4293,5220,5709,"STAU1"
37,51,46,50,49,"CDH26"
234,333,426,463,552,"SNAI1"
275,348,359,458,501,"MOCS3"
1820,2671,2783,3135,3468,"STX16"
2,9,16,10,12,"PPP4R1L"
1631,2186,3726,4940,4981,"PMEPA1"
2839,3654,3909,5060,5257,"RNF114"
0,0,0,0,0,"ANKRD60"
1823,2165,2698,3235,3553,"DDX27"
1,5,0,1,2,"RBPJL"
1,0,0,0,0,"SEMG1"
0,0,0,0,0,"C20orf85"
78,97,90,111,121,"BCAS4"
47,36,79,59,103,"KCNK15"
5,1,8,5,2,"TP53TG5"
2,11,19,6,5,"PCK1"
80,159,229,427,401,"ZBP1"
68,80,57,81,87,"NEURL2"
770,933,1184,1287,1356,"MAGEA10"
604,781,1097,1417,1457,"MTRR"
223,252,316,379,458,"FASTKD3"
1123,1426,1578,1701,1908,"PEPD"
5,4,11,4,13,"CHST8"
349,500,596,687,645,"IQSEC2"
0,0,0,0,0,"VAMP7"
0,0,0,0,0,"IL9R"
166,195,241,239,250,"XG"
377,538,526,644,722,"STAMBP"
930,1375,1826,1775,1822,"NAGK"
174,242,213,288,274,"MCEE"
291,403,497,474,446,"PAIP2B"
181,257,329,330,380,"SNRNP27"
713,918,1005,1322,1393,"MPHOSPH10"
1,0,1,0,3,"IL17C"
0,0,0,1,0,"NDUFB4P12"
18,60,37,38,34,"ATP8A1"
5638,6957,8188,9285,10291,"USP22"
147,188,213,294,242,"POF1B"
40,68,33,35,43,"HIF3A"
123,174,199,215,265,"ZNF576"
0,0,0,0,0,"IRGC"
157,173,222,282,231,"ZNF45"
972,1071,1585,1269,1863,"LYPD3"
0,0,1,0,0,"PSG8"
0,0,0,0,0,"CEACAM8"
0,1,5,1,4,"NDP"
1180,1856,2335,2590,2493,"USP9X"
0,1,0,0,0,"CRISP2"
0,3,2,2,9,"F13A1"
42,48,88,99,106,"GRM4"
104,151,264,212,244,"TRERF1"
27,37,42,41,67,"PACSIN1"
310,368,475,480,491,"BTN2A2"
314,385,463,531,516,"SIRT5"
542,711,719,892,1076,"MRS2"
