"HBCx14_Cisplatin1","HBCx14_Cisplatin2","HBCx14_Cisplatin3","HBCx14_Cisplatin4","HBCx14_Cisplatin5","Symbol"
2,5,3,1,4,"LINC00311"
2611,2697,3262,3040,3184,"MAGED1"
217,120,205,254,170,"GVQW3"
1984,1526,1928,2238,2103,"LDLRAD3"
9,4,7,5,4,"CDH4"
0,0,0,0,0,"AL162457.1"
1,2,1,0,0,"SMCO3"
3157,3136,3863,4306,3232,"RAD23A"
1,1,0,4,0,"PCARE"
1302,1258,1275,1515,1314,"GADD45GIP1"
235,164,242,288,194,"MEIS3P1"
28,37,45,43,21,"DAND5"
22,8,27,34,19,"TMEM151A"
2942,1958,2678,3880,3266,"PTPN11"
316,277,347,420,317,"NSUN7"
1,0,2,0,0,"RTL3"
3,2,12,8,6,"FAM156B"
4,1,2,4,2,"WSCD1"
87,41,52,67,52,"RAB39A"
1048,1079,1046,1245,1139,"CLK3"
0,0,1,0,0,"AC008267.1"
3,5,7,2,6,"HLA-DQB1"
9,19,10,14,8,"GATA2"
190,157,208,245,212,"ARID3B"
16,6,26,9,11,"HMGN2P46"
3,2,4,1,1,"TMEM31"
3305,3045,4021,4719,3806,"PACS2"
0,0,0,0,0,"OR4K11P"
381,328,381,528,373,"ELMOD2"
105,100,108,115,130,"EGR3"
18,20,36,28,19,"CATSPERE"
1,0,4,1,1,"GPC5"
4342,3925,3937,5344,4044,"VWA1"
301,266,344,365,240,"LINC00174"
0,0,0,0,0,"DNAJB8"
921,714,980,1278,1026,"GEMIN4"
0,0,0,0,0,"HNRNPCL4"
0,0,0,0,0,"OR6W1P"
1,1,2,1,2,"IL6-AS1"
1014,981,1196,1267,1101,"FJX1"
0,0,0,0,0,"OR13C6P"
0,0,0,0,0,"AL049647.1"
0,0,0,0,0,"LINC01699"
181,121,193,258,224,"KLHL28"
115,93,105,150,124,"MKRN3"
1846,1607,1886,2290,1783,"ZBTB18"
1,1,2,0,0,"EEF1A1P27"
0,0,0,0,0,"OR9A2"
55,71,61,67,53,"C14orf28"
24,15,16,19,23,"ALOX12B"
0,0,0,0,0,"SLC17A8"
136,117,153,185,153,"EIF3J-DT"
791,795,896,973,736,"SHARPIN"
37,37,38,44,30,"LBX2"
417,359,385,482,425,"DNHD1"
2,1,0,0,0,"SLITRK4"
12,7,2,11,15,"HTR1D"
754,606,706,956,783,"GCC1"
4,5,10,4,1,"LSMEM2"
0,0,0,0,0,"NBPF17P"
0,0,0,0,0,"AP003471.1"
0,2,1,0,1,"RNF151"
66,22,68,50,19,"CIITA"
150,138,177,197,147,"ZFPM1"
3,2,0,2,3,"ALOX15B"
187,177,178,233,186,"PLD6"
0,0,1,0,0,"GPHB5"
1,0,1,0,2,"GRM8"
4307,3022,4093,4651,3701,"CDC42EP4"
50,67,73,75,70,"DGKZP1"
0,0,0,0,0,"OR2AP1"
0,0,0,0,0,"OR6C4"
640,526,713,681,556,"ZBTB42"
263,162,248,311,265,"LACC1"
1315,1208,1377,1655,1404,"MAF1"
7,7,4,5,6,"TPPP2"
0,0,0,0,0,"FCER1A"
150,159,138,181,127,"RPRML"
11,15,14,5,9,"ARL14"
0,0,0,0,0,"LINC00305"
0,0,0,0,0,"OR6C2"
314,368,371,344,323,"WDR97"
0,0,0,0,0,"NLRP8"
93,97,141,133,85,"PCED1B"
67,73,77,78,61,"AL450998.2"
1262,966,1303,1596,1561,"APOBEC3B"
0,0,0,0,0,"SYCN"
0,0,0,0,0,"AC135776.1"
18,22,14,12,5,"PIPOX"
3,4,7,2,4,"ATP8B5P"
1,0,0,0,1,"FOXS1"
13,7,12,7,8,"ATOH7"
1,3,1,1,1,"CDH5"
0,1,0,0,0,"LRRC3B"
17,20,23,23,13,"OR7E22P"
0,0,0,0,0,"FAM216B"
0,0,0,0,0,"MRGPRX4"
288,252,329,418,308,"PCBP1-AS1"
1599,1635,2010,2220,1863,"MYADM"
0,0,1,0,2,"MRGPRX3"
1622,1588,1899,2183,1532,"MROH1"
1038,830,1103,1266,1015,"SERTAD2"
0,0,0,0,0,"PIK3CD-AS1"
34,18,34,38,34,"AKAP5"
41,32,40,43,32,"NKPD1"
79,60,67,98,85,"GIPC3"
84,65,110,110,64,"RNF227"
974,981,1207,1217,930,"CITED4"
30,26,58,41,11,"ABCA13"
9,7,14,13,14,"NLRP11"
0,0,0,0,0,"TIGD5"
2152,1641,2134,2732,2249,"PDXDC1"
86,62,85,103,82,"PHC1P1"
1,2,0,0,1,"C1orf194"
0,4,2,2,1,"ZNF154"
768,655,837,1002,765,"R3HDM2"
988,934,1014,1372,864,"B3GNT3"
1,1,1,0,0,"ITLN1"
26,13,28,57,23,"NRXN1"
1883,1604,1883,2367,1976,"SEPHS2"
0,0,0,0,0,"OR10A7"
11,10,8,13,7,"GPBAR1"
76,78,104,137,108,"ZNF784"
12,7,5,8,11,"ZNF648"
582,477,690,775,643,"C14orf119"
0,0,0,0,0,"CCR8"
31,18,34,35,33,"LINC00652"
0,0,0,0,0,"GOLGA8J"
237,199,277,339,223,"BBS10"
292,317,337,402,323,"FIZ1"
1292,1267,1505,1677,1479,"PUF60"
56,79,81,75,78,"SSC5D"
828,722,953,1102,958,"DCTPP1"
107,115,86,132,124,"ZNF771"
34,36,46,59,43,"PPP1R14BP3"
1,0,2,3,1,"NAIPP2"
319,247,306,445,292,"TSHZ1"
108,91,117,152,138,"PSTK"
0,0,0,0,0,"SPDYE7P"
1,0,0,0,2,"AC010894.1"
590,464,650,902,658,"SOCS4"
837,655,834,1166,872,"ZADH2"
17,12,18,18,10,"AC093909.1"
0,0,0,0,0,"OR1E1"
1,0,0,1,0,"AC079741.1"
246,225,291,314,275,"ZNF48"
0,0,0,0,0,"AC087498.1"
1,0,0,0,0,"FAM71E2"
4,3,2,4,1,"C3orf80"
0,0,0,0,0,"NKX2-6"
5,1,2,1,2,"TMEM150B"
23,25,23,41,25,"LINC02870"
0,0,0,0,0,"OR3A4P"
14,12,12,23,15,"ANKRD18A"
0,0,1,0,0,"WFDC11"
20,25,27,20,30,"TMEM86B"
0,0,0,0,0,"OR3A1"
10,17,14,28,9,"SEPTIN1"
629,618,733,759,599,"TRNAU1AP"
1927,1839,2180,2448,2041,"EXOC3"
0,1,0,0,0,"ACER2P1"
30,21,27,40,20,"TDRD6"
0,0,0,1,0,"C12orf40"
54,82,73,58,85,"CSNK1A1L"
2,0,0,1,0,"ACTA2-AS1"
0,0,0,0,0,"HMGN2P9"
1,1,3,3,3,"XIAPP3"
152,135,142,180,116,"LYNX1"
0,0,1,0,0,"RPS12P23"
16,6,8,14,6,"TH"
234,165,284,256,219,"FAR2P1"
1349,833,1252,1512,1381,"MED14"
536,529,621,820,666,"FAHD1"
0,0,0,1,1,"HMGB1P14"
437,326,565,708,419,"TDRP"
3224,2825,3344,4336,3662,"RCC1"
0,0,0,0,0,"WFDC9"
1,0,1,1,2,"MYLPF"
1,2,1,4,0,"F2"
0,2,1,2,3,"FO393411.1"
0,0,1,0,0,"FAM71C"
1,0,0,0,0,"TPT1P10"
725,739,823,1063,879,"PRKRA"
13,3,11,5,14,"HERC2P3"
3,0,5,0,3,"NACAP2"
296,209,268,352,291,"ZNRF2"
11,5,7,9,11,"RRH"
5,7,1,9,5,"SLC9A4"
220,150,153,242,205,"ZNF816"
0,0,0,0,0,"PRNT"
536,391,559,604,609,"FGD6"
1,1,1,1,0,"ADGRD2"
0,0,0,0,0,"GPR139"
4,2,3,1,1,"LINC01869"
0,0,0,0,0,"AL049610.1"
0,0,1,1,0,"PLD5"
1420,1480,1569,1656,1565,"OAZ2"
0,0,0,0,0,"WFDC10A"
2,1,3,6,1,"PNPLA1"
0,0,0,0,0,"ALX1"
516,433,521,607,523,"CCDC43"
0,0,0,0,0,"KCTD4"
158,100,126,249,178,"MEIOC"
337,372,422,439,379,"FZD2"
461,309,557,620,397,"TIGD2"
10,11,10,18,18,"ITPRID1"
802,635,735,663,470,"HCLS1"
668,536,677,878,691,"MTURN"
1485,1011,1350,1721,1598,"ZNF609"
7683,5721,7591,10070,8327,"PAK2"
535,357,487,571,509,"CCDC66"
5,1,6,3,0,"DEFB124"
482,313,434,593,518,"EMC3-AS1"
0,0,0,0,0,"KRTAP9-7"
0,0,0,0,1,"ATP5F1EP2"
1503,1214,1495,1707,1379,"MCFD2"
0,0,0,0,0,"OR10AA1P"
0,0,5,2,1,"LINC00304"
130,100,137,168,104,"HARBI1"
0,0,0,0,0,"DEFB123"
140,101,127,143,97,"C11orf71"
0,0,0,1,0,"CYP8B1"
0,0,0,0,0,"OR6K6"
0,0,0,0,0,"OR6K4P"
207,175,198,236,233,"TPRXL"
2,2,5,6,5,"SERTM1"
1886,1525,1950,2365,1942,"GAS1"
724,586,712,1161,924,"ARHGAP45"
3,4,2,0,4,"AC022148.1"
1,0,0,0,0,"OR10Q1"
163,104,146,201,144,"ZNF571"
4,2,2,6,2,"GLIPR1L2"
0,0,0,0,0,"DEFB119"
237,140,236,309,226,"MIGA1"
4,2,1,3,1,"KCNE1"
0,0,0,0,0,"PRR26"
1085,565,961,1170,1155,"NRIP1"
2,2,2,1,1,"ZSCAN4"
98,94,111,136,107,"BHLHA15"
177,166,213,266,215,"RNF182"
3,6,2,2,5,"C9orf139"
1998,1513,2045,2712,2048,"TSPYL5"
1,2,0,2,5,"FUT7"
1199,968,1262,1303,1001,"H2AC6"
137,116,146,154,140,"EIF2S3B"
20,7,8,11,7,"SRP9P1"
56,48,53,112,68,"SKIDA1"
178,124,121,180,135,"H2BC4"
0,0,0,1,0,"ZBTB12BP"
922,769,1046,1255,969,"MB21D2"
0,0,0,1,0,"GSX2"
54,29,65,42,56,"SSTR2"
354,208,269,406,330,"ZNF594"
359,214,349,377,325,"PCGF5"
0,0,2,0,1,"SLC47A2"
0,0,0,0,0,"PRF1"
0,0,0,0,0,"OR2A4"
1,4,0,3,1,"MAB21L1"
0,0,0,0,0,"RPL21P8"
0,0,0,0,0,"VN1R3"
990,687,897,1175,1040,"YOD1"
19,22,21,13,25,"EXOC5P1"
735,625,748,1102,809,"TMEM64"
0,0,0,0,0,"C3orf22"
0,0,0,0,0,"OR10K2"
5,2,8,14,3,"LINC02363"
0,0,0,0,0,"OR5AZ1P"
14,7,9,12,13,"CHRM4"
0,0,0,0,0,"OR51A9P"
689,494,735,859,908,"SHISA2"
59,47,48,64,60,"S1PR5"
1,0,0,2,1,"CLRN3"
61,19,25,35,37,"SMG1P3"
693,672,620,936,692,"GPR157"
31,18,18,37,20,"PIPSL"
14,11,6,7,7,"CHST13"
9,13,11,24,12,"WDFY3-AS2"
1,0,0,1,4,"OR7E129P"
1,0,0,0,2,"AGTR2"
539,412,619,643,528,"SLC36A4"
2093,1438,2168,2992,2414,"ZDHHC20"
2,1,0,7,2,"ANKRD30B"
2,2,0,0,0,"OR51E1"
543,385,513,634,495,"ZFP3"
384,255,354,500,420,"ARSJ"
0,0,0,0,0,"AL157366.1"
120,84,107,212,152,"HOXC9"
2,5,0,2,2,"MAP3K15"
5343,4473,5811,6864,5958,"PPA1"
217,163,184,331,304,"HOXC10"
590,503,567,674,598,"PSMG4"
3,6,6,7,6,"BHLHE22"
27,18,22,37,21,"MAP6D1"
0,0,0,0,0,"CSNK1G2-AS1"
233,180,228,286,177,"ZNF443"
8,2,7,6,8,"LINC01559"
789,768,656,840,1035,"PDIA3P1"
1,0,1,0,0,"LINC01555"
8,4,7,8,6,"CXCR2"
0,0,0,0,0,"DEFB112"
10,18,10,3,13,"GREM2"
0,0,0,0,0,"C11orf42"
3110,3041,3618,3856,3069,"SSR4"
88,54,57,69,55,"CAPS2"
291,215,270,379,253,"ZNF792"
791,785,977,1157,922,"CUEDC1"
1726,1749,2249,2622,2040,"SCRIB"
580,537,606,644,531,"KCTD2"
974,953,1312,1260,860,"D2HGDH"
0,0,0,0,0,"OR52B1P"
0,0,0,0,0,"TTTY11"
0,0,0,0,0,"OR56B3P"
298,212,344,345,330,"OXTR"
875,608,873,1193,958,"CMTR2"
0,0,0,0,0,"OR56B4"
208,192,204,236,222,"FAM83H"
0,0,0,0,0,"OR7E18P"
2,3,2,0,0,"GPR62"
0,0,0,0,0,"OR56A1"
0,1,2,2,0,"ZNF572"
22,18,27,42,33,"ST20"
1560,1450,1882,2168,1635,"PITPNB"
407,362,431,559,425,"TCEAL8"
0,0,0,0,0,"OR52E4"
448,443,555,571,473,"LRRC57"
1,1,0,1,3,"OR52N2"
924,814,1049,1135,1001,"MRPL14"
62,43,60,128,66,"GPR137C"
4,0,2,2,2,"C1orf105"
3,3,1,4,8,"OR52N1"
208,130,197,205,148,"BBS12"
408,361,442,538,423,"ZFP82"
3,0,2,2,4,"OR52N5"
107,94,118,120,107,"LSMEM1"
0,0,0,0,0,"OR56B2P"
4346,3685,4733,6324,5332,"NQO1"
0,0,0,0,0,"OR56B1"
648,607,651,828,729,"AEN"
417,373,489,481,455,"FKRP"
70,52,64,89,46,"TRAPPC5"
24,31,29,31,30,"RPH3AL"
429,464,540,647,429,"SLC25A42"
3,0,1,0,1,"FCRL6"
135,156,136,152,112,"METTL23"
262,261,303,252,166,"SLC26A11"
511,456,588,671,491,"HIGD1A"
0,0,0,0,0,"CHRM2"
0,1,1,2,0,"OR52N4"
121,102,140,200,122,"MAPK15"
3337,2656,3414,4787,3607,"EHMT1"
6,10,1,0,2,"ADIPOQ"
0,0,0,0,0,"LINC02878"
1,4,0,0,1,"ENTR1P2"
86,72,118,186,87,"F2R"
1,0,0,0,1,"OR52P1P"
0,0,0,0,0,"AC004832.1"
7,5,8,7,10,"HLA-V"
69,56,58,71,67,"ZNF707"
2002,1325,1789,2262,1441,"MUC16"
8869,7536,9634,11545,10361,"NPM1"
0,0,0,0,0,"FER1L6-AS1"
1010,809,987,1225,873,"PJA1"
2198,1792,2614,2747,2430,"DHTKD1"
0,0,0,0,0,"PENK"
0,0,2,0,0,"H2BU2P"
0,0,0,0,0,"HECW1-IT1"
0,0,0,0,0,"OR8G2P"
0,0,0,0,0,"C4orf50"
461,445,492,411,458,"H2AW"
639,578,671,779,583,"ZNF746"
6141,4298,5663,7193,7105,"POLR2A"
5,1,0,0,3,"DLSTP1"
0,0,0,0,0,"TMEM132C"
33,29,26,27,29,"SLC25A41"
0,0,0,1,0,"MTHFD2P7"
198,202,231,294,206,"TLCD5"
0,0,0,0,0,"OR5AK2"
491,391,531,632,479,"FRAT2"
0,0,0,0,0,"OR5AK3P"
219,188,216,272,185,"TMEM102"
0,0,3,2,1,"TMEM132E"
0,0,0,0,0,"OR5G1P"
144,81,122,170,143,"ZNF322"
6,7,16,12,6,"NME9"
1,0,0,2,1,"SPEM1"
0,0,0,0,0,"OR9G3P"
0,0,0,0,1,"HEPHL1"
17,20,22,24,36,"LRRC75A"
1,1,0,0,3,"OFCC1"
3,2,2,2,4,"CTAGE10P"
3,2,4,3,4,"HSP90AA6P"
0,0,0,0,0,"OR5M8"
0,0,0,0,0,"CCL13"
1,3,2,5,3,"CFAP65"
685,357,684,527,434,"DDX60L"
588,554,650,710,562,"SYNE4"
622,727,650,791,583,"OGFOD3"
282,265,338,367,285,"WASHC1"
1,1,1,0,1,"UTS2R"
110,110,127,128,146,"AATK"
425,446,425,471,466,"DDN"
381,315,485,528,418,"SAGE1"
279,278,397,415,221,"ZNF467"
1,2,3,1,8,"SOX2"
198,139,178,288,193,"ZNF678"
119,106,133,198,128,"TMEM45A"
2104,2098,2347,2481,2354,"RAP2B"
877,720,890,1089,943,"ZBTB2"
359,351,497,452,355,"RNF135"
0,0,0,0,0,"OR6T1"
3,0,0,0,0,"AC011890.1"
159,177,153,180,130,"ACBD4"
0,0,0,0,0,"FO393414.1"
0,0,0,0,0,"OR8D4"
507,681,602,486,442,"SGSH"
260,391,236,216,391,"RPL24P4"
2,3,1,1,1,"MAB21L2"
72,64,81,83,99,"FANCB"
0,0,0,0,0,"EDDM3B"
1551,1097,1511,1746,1437,"SETD2"
0,0,0,0,0,"EDDM3A"
6,16,9,14,15,"C6orf223"
7,12,18,10,12,"TMIE"
2924,2758,3155,3533,2827,"MEX3D"
0,0,0,0,0,"OR52D1"
581,496,589,767,601,"MRPS23"
0,0,0,0,0,"OR52H1"
13802,8944,21313,16855,10651,"FDCSP"
26,14,18,27,10,"GPR135"
0,1,0,1,1,"SLX1B"
0,0,0,1,0,"ANKRD62"
0,0,0,0,0,"P2RY13"
817,526,1066,747,640,"TNFSF15"
229,149,271,225,192,"ZFP41"
108,96,106,84,140,"PHLDA2"
66,59,48,84,65,"ATG9B"
0,3,11,4,8,"GPR88"
1863,1455,1832,2327,1719,"ZNF875"
25,27,27,23,14,"PLAG1"
0,0,0,0,0,"OR8H1"
0,0,0,0,0,"OR5T1"
1931,1536,1905,2464,1975,"YIPF6"
0,0,0,0,0,"AL596028.1"
0,0,0,0,0,"OR5T2"
59,44,53,72,57,"ZBTB20"
0,0,0,0,0,"OR2Z1"
0,0,1,0,0,"FDX1P1"
1178,937,1214,1522,1226,"DIPK2A"
426,396,467,580,525,"MACIR"
0,0,0,0,0,"OR8K5"
247,210,266,306,236,"AMIGO1"
0,0,0,0,0,"OR8H3"
0,0,0,0,0,"OR8H2"
20,36,30,25,24,"GPR3"
0,0,0,0,0,"TMEM252"
0,0,0,0,0,"OR5J1P"
6,3,4,8,3,"ODF3L2"
0,0,0,0,0,"OR5AS1"
0,0,0,0,0,"ACTL9"
2290,2130,2408,2881,2211,"SIAH2"
2679,2306,3011,3472,3046,"COPG1"
31,42,34,44,24,"ADGRB1"
11,6,5,9,8,"LINC00471"
0,0,5,2,1,"CELF2-AS1"
0,0,0,0,0,"OR6S1"
77,64,108,140,73,"SLC9A9"
413,385,453,509,428,"LSM10"
1,3,1,1,0,"KCTD9P2"
319,309,396,393,317,"RELL1"
466,333,434,506,486,"RFX7"
1822,1602,1774,2450,1765,"SLC35C1"
0,0,0,0,0,"OR5D17P"
2,1,0,0,0,"TIGIT"
855,723,910,1050,780,"RNF41"
11,20,32,27,7,"SLC2A4"
7,9,4,12,17,"FTMT"
320,304,367,424,380,"IBA57"
3376,3291,3814,4093,2916,"CLDN7"
379,325,424,541,387,"ZNF329"
866,748,1031,1071,880,"ZNF101"
0,0,0,0,0,"OR4C6"
566,402,546,798,614,"C5orf24"
7,6,5,9,8,"LINC02724"
1571,1340,1671,2004,1715,"ADO"
587,459,544,741,557,"COA4"
0,0,0,0,0,"OR4P4"
426,376,475,492,380,"PRKAG1"
439,385,480,581,546,"GINS3"
0,0,0,0,0,"OR4C15"
0,0,0,0,0,"OR4A21P"
0,0,0,0,0,"OR4A13P"
0,0,0,0,0,"OR4A15"
0,0,0,0,0,"OR4A16"
0,0,1,0,0,"OR52K2"
0,0,0,0,0,"NEUROG1"
0,0,0,0,0,"PYY3"
188,152,224,260,198,"CCDC149"
0,0,0,0,0,"GOLGA8CP"
354,298,436,452,355,"MRPS11"
0,0,0,0,0,"LINC00301"
0,0,0,0,0,"AQP7P2"
0,0,1,1,0,"PPIAP73"
1970,1815,2137,2718,2085,"SNRPE"
851,460,650,1046,932,"RTKN2"
607,404,530,792,647,"PNMA8A"
0,0,0,0,0,"AL591379.1"
334,180,266,467,323,"CHST15"
0,0,0,0,0,"ADIG"
4,4,6,8,4,"USH1G"
2,0,0,1,0,"TRPC2"
2,1,1,5,1,"MGAT4C"
3,0,0,2,2,"TRIM49B"
6433,6166,7623,8773,7219,"IDH2"
127,100,130,164,137,"OGFRP1"
0,0,0,0,0,"OR52A1"
0,0,0,0,0,"PTCHD3"
0,0,0,0,0,"OR6B2"
5310,5553,6152,6475,5497,"TMEM259"
278,193,268,384,282,"GET1"
4633,3870,5105,5831,4790,"TNRC18"
112,67,76,110,68,"FAM181B"
809,650,758,1104,725,"TMEM30B"
537,447,535,656,550,"DEXI"
0,0,0,0,0,"ZNF716"
512,432,469,518,484,"NOP10"
68,51,78,85,60,"FAM89A"
1,1,1,1,4,"KCNIP1"
594,430,513,715,558,"TDRKH"
662,469,660,915,662,"ZNF708"
3047,2587,3356,3684,3057,"IST1"
429,346,496,543,439,"ERCC6L2"
786,835,878,976,794,"MRPL41"
0,0,0,2,0,"ENPP7"
3851,2579,3216,5482,4285,"CREB3L2"
0,0,0,0,0,"P2RY8"
111,92,134,163,85,"TP53TG1"
10,8,6,10,12,"UNC5C"
0,0,0,0,0,"MRGPRG"
654,815,680,826,629,"TSEN54"
1376,1327,1343,1765,1369,"RGMA"
1,0,0,1,2,"ASB18"
1673,1152,1934,1480,1016,"UBA7"
1771,1568,2008,2335,1844,"MRPS16"
2,5,0,4,8,"SHISAL2A"
356,373,501,551,277,"RAD51B"
0,0,0,0,0,"CRYGB"
848,970,1116,1379,994,"LDOC1"
9,10,11,7,8,"ARL6IP4"
3450,2660,3261,3356,3536,"EXT1"
2002,1699,2152,2499,2135,"SHMT2"
514,449,532,611,526,"MOB2"
923,832,1052,1247,895,"HHIPL1"
1359,1272,1546,1864,1326,"ATP6AP2"
7,9,8,8,5,"ZAR1"
74,60,70,122,59,"CYB5D1"
0,0,0,0,0,"FAM153B"
2830,2258,3007,3509,2918,"BACE2"
549,470,573,712,532,"UBE2E2"
1104,703,1018,1034,946,"SYNM"
0,0,0,0,1,"KCNA4"
114,115,158,191,123,"GABRG3"
0,5,3,4,4,"PRR34"
0,0,0,0,0,"NLRP10"
836,581,927,1182,975,"FIGN"
30,30,27,44,33,"IZUMO1"
0,0,0,0,0,"TMIGD1"
3117,3003,3406,4122,3223,"B4GALNT4"
233,205,227,325,317,"AP1S2"
888,867,1024,1079,1055,"C8orf33"
16,24,22,32,20,"DCAF4L1"
207,161,249,265,179,"SPACA6"
0,0,0,0,0,"MBD3L3"
147,144,151,212,158,"ZSCAN22"
207,210,225,308,229,"KCNJ14"
648,775,853,745,693,"FBXL6"
6718,2571,5873,3532,2713,"C1S"
1,0,0,0,1,"GLTPD2"
1,0,0,0,0,"KIAA2012"
0,0,1,0,0,"PRAMEF8"
0,0,0,0,0,"LIPF"
0,0,0,0,0,"OR5P3"
0,0,0,0,0,"DAOA"
0,0,0,0,0,"PDSS1P1"
0,0,0,0,0,"ZNF804B"
0,2,0,1,1,"CRIP1P4"
4,1,0,0,2,"C17orf77"
64,59,56,88,60,"KBTBD3"
222,208,242,321,262,"YBEY"
0,0,0,0,0,"OR5F2P"
0,0,0,2,0,"FAM87A"
1,3,1,1,0,"CLN8"
1,0,1,0,0,"AC138028.1"
0,0,0,0,0,"PLCXD1"
564,612,564,741,583,"NXPH4"
12,8,4,2,9,"RPL27AP5"
5,7,3,8,5,"CACNB4"
25,13,37,9,14,"IFNL1"
1,0,0,0,0,"DNM1P46"
440,377,488,594,407,"TRAPPC6B"
40,41,49,82,53,"PGBD4"
0,0,0,0,0,"CDY2A"
2874,2965,3128,3253,3013,"NPLOC4"
0,0,0,0,0,"OTOL1"
1,1,0,2,2,"KCNK4"
0,1,2,0,0,"TEX19"
12,24,14,25,20,"TSHZ2"
214,217,267,306,186,"CAPN12"
2874,2821,2964,3420,2746,"EXOC7"
1,0,1,0,0,"OR2B8P"
6089,4786,6150,8731,7537,"KPNA2"
0,0,0,0,0,"WASH6P"
4,4,3,6,2,"NCF1B"
15,17,16,19,18,"XKRX"
275,281,250,297,306,"BGN"
427,327,408,566,505,"CEP97"
27,5,16,13,13,"LHFPL1"
803,690,957,1048,808,"FES"
838,771,875,1051,917,"GLRX5"
67,50,83,92,82,"FAM104B"
0,0,1,0,0,"TBPL2"
1,2,2,4,3,"OR7E115P"
2,0,6,0,0,"CAV3"
445,471,448,632,488,"MXRA7"
3330,2641,3268,4047,3275,"LIMK2"
503,458,512,611,508,"MFSD5"
0,0,0,0,0,"RNASE10"
1249,1033,1329,1639,1313,"ADI1"
145,123,147,207,157,"RWDD4"
13,18,25,22,6,"SPNS3"
0,0,0,0,0,"OR4C2P"
0,0,0,0,0,"CLEC4G"
199,255,220,179,232,"SATB1"
0,0,0,0,0,"Z97985.1"
4,8,10,10,6,"NXPH3"
59,73,71,49,54,"CSF1R"
3696,3444,3778,4849,3288,"EPHB3"
0,0,0,0,0,"VCX"
90,96,94,99,73,"ACTL10"
8,13,11,10,9,"EPGN"
0,0,1,0,0,"LINC00334"
0,0,0,0,0,"KRTAP11-1"
117,114,150,203,116,"SNORC"
0,0,0,0,0,"HS3ST4"
1615,1308,1605,2102,1567,"TRAK1"
61,70,67,86,54,"TSPAN10"
0,1,0,0,0,"OR2V2"
57,44,66,87,70,"PLCB1"
0,0,0,0,0,"AC091046.1"
1029,970,1173,1452,1197,"SKA2"
0,0,0,0,0,"RXFP3"
127,84,142,216,131,"CCNYL2"
0,0,0,0,0,"OR10G7"
169,144,179,215,145,"NDN"
0,0,0,0,0,"CCDC172"
314,291,326,411,275,"LINC01006"
0,0,0,0,0,"OR4Q3"
0,0,0,0,0,"NTM"
3708,2616,3588,4944,4037,"TTC3"
1,0,1,3,0,"KCNB2"
4,4,4,2,4,"PPP1R27"
70,84,76,143,71,"BRICD5"
3,3,5,3,4,"GALR2"
0,0,0,0,0,"RESP18"
204,295,236,233,243,"IGIP"
828,636,847,955,816,"TSKU"
0,0,0,0,0,"FXYD6P3"
0,0,0,0,0,"CMC4"
16516,15203,18187,24284,20035,"ANXA2"
0,0,0,1,0,"SEPHS1P1"
30,45,50,50,20,"RGS6"
56,94,79,78,101,"HOXB4"
5,5,1,6,2,"SLC35D3"
324,316,356,354,331,"PAQR7"
38,26,45,84,42,"PAPPA"
10,6,22,12,16,"MAFA"
330,284,317,459,335,"NGRN"
0,0,0,0,0,"GRID1"
0,0,0,0,0,"RPS17"
0,0,0,0,0,"AC239585.1"
169,102,130,132,113,"HCAR2"
1,0,0,0,0,"OR2T29"
16,10,13,10,13,"CCDC87"
0,1,0,2,0,"GSTA5"
1429,1140,1346,1994,1384,"C1orf116"
746,732,954,862,638,"TMEM198B"
0,0,0,0,0,"MAGEB17"
2961,3546,3737,4662,3640,"CRIP2"
370,302,367,448,372,"DDX28"
0,0,0,0,0,"FUNDC2P2"
0,0,0,0,0,"KRTAP13-2"
0,0,0,0,0,"FAM230E"
1365,1035,1401,1775,1455,"ACBD3"
1173,1208,1275,1364,1378,"C16orf72"
0,0,0,0,0,"PLCXD3"
501,432,480,583,467,"RRP7BP"
26,34,42,56,33,"VMO1"
0,0,0,0,0,"OR4F15"
481,429,512,621,489,"ALG12"
131,109,151,146,116,"LCK"
1,0,3,0,4,"GALNT9"
6758,6056,7878,8695,6345,"COL18A1"
1437,1196,1557,1977,1516,"RBM10"
142,106,131,189,115,"PRKCZ-AS1"
22,13,19,9,8,"ADGRG3"
0,0,0,0,2,"AC007685.1"
109,104,107,118,96,"GLUD2"
0,0,0,0,2,"TMEM95"
8,1,4,6,6,"TCHHL1"
7904,8031,9107,10829,8417,"RPL35A"
3,0,0,0,3,"RGS7"
0,0,1,0,2,"SLC25A18"
273,215,297,377,286,"ZNF721"
6,7,3,7,7,"TSPEAR-AS2"
1,1,0,1,0,"TCEAL7"
239,228,265,327,208,"C11orf54"
0,0,0,0,0,"CCDC75P1"
435,281,380,540,435,"CEP63"
3,1,5,3,5,"WFDC10B"
4691,4613,5233,5846,4915,"SRPRA"
0,0,0,0,0,"OTOP3"
7391,6585,7836,8211,7886,"EWSR1"
2,4,6,12,6,"ODF3L1"
1215,985,1423,1667,1249,"HMGN4"
1150,865,1085,1278,984,"SPATA13"
1134,908,1057,1464,1388,"GJC1"
0,0,0,1,1,"NPM1P14"
0,0,0,0,0,"SOX1"
821,644,862,1023,858,"CNOT10"
0,0,0,0,0,"AC135068.1"
4671,4612,5457,6190,5466,"MTA1"
43,40,28,22,50,"ZNF662"
958,932,875,1052,1069,"CADM1"
1088,646,948,1350,918,"ZNF320"
64,74,136,105,51,"C12orf60"
