"HBCx14_chemonaive1","HBCx14_chemonaive2","HBCx14_chemonaive3","Symbol"
12,14,14,"IGFLR1"
11433,11072,13061,"CAPNS1"
346,399,563,"PDCD2L"
0,0,0,"GPR42"
4121,3948,5460,"RBM42"
28,31,20,"KIRREL2"
7179,7662,10012,"UBA2"
4,0,1,"FFAR2"
15,14,14,"HCST"
0,0,0,"FFAR1"
5363,5425,6740,"COX6B1"
0,0,0,"KRT36"
1771,1711,2165,"THRA"
1,1,5,"CCR7"
276,221,410,"NR1D1"
1560,1594,1858,"FRMD8"
2673,2493,3114,"PRDX5"
713,729,1053,"BCL2L12"
2441,2642,3466,"IRF3"
5066,5418,7556,"PRMT1"
960,836,782,"RRAS"
187,188,200,"PRRG2"
3355,3194,4292,"SCAF1"
5229,4872,6822,"PRR12"
0,0,0,"TSKS"
1,0,0,"AP006333.1"
1555,1359,1693,"ASL"
3029,3215,4086,"SBDS"
0,0,0,"CSN1S1"
0,0,0,"STATH"
0,0,0,"HTN1"
1635,1815,2379,"STAT5A"
129,150,132,"WNK4"
1659,1734,2089,"BECN1"
4,4,5,"PRKCG"
4343,4295,6304,"TRAP1"
117,143,139,"GLIS2"
661,638,876,"NSRP1"
1754,1944,2480,"DNAJC8"
2625,2659,3235,"AHDC1"
1521,669,421,"IFI6"
0,0,0,"DACH2"
4724,4707,6038,"ZNF384"
2545,2677,3577,"EMG1"
0,0,0,"SSX1"
690,750,932,"UXT"
15,17,16,"CFP"
1437,1449,1904,"ELK1"
724,697,1055,"TIMM17B"
1164,1280,1535,"PCNX4"
916,933,1122,"ATG14"
5755,6636,8370,"KTN1"
633,667,793,"SIX1"
48,103,60,"RHOJ"
2518,2324,2983,"DLGAP5"
111,122,199,"L3HYPDH"
105,122,122,"HSPA2"
1352,1609,1762,"ZBTB1"
547,536,797,"TRMT5"
426,399,476,"SGPP1"
2425,2209,2666,"PLEKHG3"
0,0,0,"PZP"
3,0,4,"PRDM7"
1493,1536,1867,"RHOT1"
0,0,0,"EVI2A"
0,0,0,"OMG"
653,485,659,"WDR60"
9755,10138,12459,"AIF1L"
41,69,92,"FAM78A"
4987,4960,6231,"NUP214"
7,0,12,"CTAG2"
10,5,8,"AVPR2"
2474,2950,3604,"SLC10A3"
6399,6102,8757,"MAP2K2"
1630,1673,2157,"HNRNPH2"
672,752,866,"ARMCX1"
1,1,0,"TMEM35A"
0,2,1,"NXF5"
360,397,516,"TIMM8A"
1231,1278,1617,"ZC4H2"
23729,26874,28798,"CANX"
4439,4229,6122,"INTS11"
0,0,0,"RGS13"
869,1017,1321,"IPPK"
256,215,263,"ZNF484"
0,0,1,"OMD"
676,660,728,"FGD3"
951,1076,1216,"HIVEP3"
1342,1197,1519,"PPCS"
46,15,36,"EDN2"
504,333,442,"BCL11B"
2789,2606,3615,"COX7C"
3187,3378,4449,"TRAF2"
644,701,1006,"ABHD8"
1,5,3,"MASP1"
1084,1096,690,"ATP13A4"
1418,1473,1828,"PLAAT1"
64,93,85,"HELB"
2374,2564,2888,"RAP1B"
0,0,1,"IL22"
0,0,4,"TSPAN8"
0,5,0,"BEST3"
761,938,955,"RAB3IP"
13,20,16,"PTPRB"
2126,2427,3090,"DYRK2"
675,585,736,"YEATS4"
5,1,2,"TAS2R3"
73,56,101,"TAS2R4"
87,95,115,"TAS2R5"
5,2,4,"CRYGN"
371,326,502,"LRRC61"
2,0,1,"TRPV5"
427,384,438,"IDUA"
483,495,642,"FGFRL1"
268,271,342,"TMEM175"
295,353,452,"AUNIP"
1686,1812,2541,"PIN1"
581,569,734,"FBXL12"
2661,2890,3641,"EMC1"
0,0,0,"PLA2G5"
5219,5482,6097,"UBR4"
9606,10379,12422,"HP1BP3"
182,179,217,"ADGRE2"
7097,7368,9398,"SIN3B"
0,0,0,"OR7A10"
6515,6615,7958,"SLC35E1"
2363,2443,3236,"EPS15L1"
195,266,360,"KLF2"
0,0,0,"OR7C2"
3,11,18,"OR7C1"
168,135,228,"F2RL3"
541,566,714,"UQCR11"
578,622,698,"GFER"
3,3,6,"SYNGR3"
1487,1347,1990,"PKMYT1"
22,30,65,"WFIKKN1"
399,420,564,"WDR24"
829,776,761,"FBXL16"
1810,1487,2154,"CHTF18"
1,1,0,"GNG13"
15,12,31,"TUBBP1"
7233,7613,8818,"MACF1"
20755,20035,26216,"SMARCA4"
3404,2864,3451,"KDM4B"
2337,2365,3114,"TICAM1"
117,89,133,"METTL25"
0,0,0,"IL17B"
517,503,721,"EMC6"
0,0,0,"OR1E2"
1028,1063,1510,"METTL16"
2663,2889,3568,"TUBA4A"
3,4,8,"VIL1"
3209,3282,4649,"AAMP"
1151,1510,1953,"PNKD"
5,3,1,"TNFRSF19"
1025,1027,1342,"RNF6"
1896,1862,2459,"ECHS1"
94,91,162,"ZNF835"
2490,2587,3368,"AKAP9"
0,0,0,"GNG11"
3134,3004,3862,"SEM1"
0,0,0,"GNGT1"
4431,4275,5330,"HIP1"
6608,7150,7233,"PTPN12"
5033,4563,6700,"POR"
4,1,4,"FGL2"
479,565,764,"STYXL1"
58,64,61,"STEAP4"
1344,1429,1668,"GNAI1"
332,297,370,"PMS2P3"
867,870,1127,"PEX1"
601,595,758,"MTERF1"
1095,1157,1621,"SGCE"
509,571,809,"RBM48"
741,698,1079,"CASD1"
384,467,532,"ZNF780B"
310,380,484,"LRFN1"
1238,1095,1567,"ZFP36"
371,378,456,"SRD5A3"
1,0,0,"SPINK2"
10,12,19,"RASL11B"
4180,4722,6239,"PAICS"
11,13,37,"KDR"
559,759,1007,"PPAT"
1837,1996,2463,"TUBGCP6"
399,405,412,"ADM2"
687,663,808,"DGCR6L"
2577,2573,3175,"DGCR8"
2,1,1,"ASPHD2"
6,8,7,"VPREB3"
383,481,484,"SDF2L1"
10,1,7,"GAL3ST1"
4464,5133,5693,"YWHAH"
0,0,0,"RFPL1"
2,3,2,"RFPL2"
10,8,11,"C22orf24"
13,17,12,"POM121L9P"
223,174,312,"GNAZ"
813,478,587,"MGAT3"
30,17,33,"ADORA2A"
6400,6850,8379,"ATF4"
203,305,286,"A4GALT"
0,0,0,"RFPL3"
8507,8147,9681,"CDC42EP1"
99,115,82,"APOL3"
2,0,0,"MCHR1"
548,586,724,"TPST2"
100,102,162,"BAIAP2L2"
1672,1931,2457,"MPST"
4,3,10,"GALR3"
373,387,482,"TST"
0,0,0,"APOL5"
0,0,1,"IGLL1"
605,640,715,"APOL2"
530,508,582,"RAC2"
1636,1684,3296,"LIF"
10,7,14,"C22orf23"
1,2,2,"APOBEC3A"
323,295,392,"APOBEC3F"
137,117,153,"RIBC2"
7238,10250,15080,"KRT17"
0,0,0,"TBC1D27P"
760,824,995,"EMC4"
125,97,125,"RNF112"
735,805,938,"SPECC1"
675,973,1658,"CPA4"
300,342,342,"DOCK4"
858,939,1113,"POT1"
0,0,0,"TAS2R16"
1375,1461,1922,"ATP6V1F"
1618,1546,1886,"LSM8"
99,116,115,"CDHR3"
2243,2131,2796,"PRKRIP1"
803,704,1012,"VGF"
13756,17901,17096,"PODXL"
4,1,4,"FOXP2"
126,125,141,"STRIP2"
809,712,948,"IFT22"
1733,1963,2194,"MKLN1"
801,850,961,"DNAJB9"
29,38,51,"FLNC"
9,16,17,"LRRC4"
13430,14820,16660,"CALU"
147,102,119,"CCDC136"
2730,2937,3787,"SMO"
740,744,796,"IRF5"
3,5,9,"LRRC17"
2598,2961,3478,"KLHDC10"
1874,2061,2534,"NDUFA5"
0,0,0,"FEZF1"
1,0,1,"OPN1SW"
618,662,942,"MRPS12"
1944,2465,2915,"MYO1B"
1,0,0,"HOXD1"
0,1,3,"HOXD3"
1036,1054,1336,"MTX2"
1,0,0,"PDE11A"
91,257,200,"CHN1"
30,31,19,"GAD1"
50,71,70,"EIF2S2P4"
231,211,281,"OSGEPL1"
1692,1883,2389,"ORMDL1"
1695,1789,2212,"HAT1"
3,0,2,"HOXD9"
1,6,4,"HOXD10"
1,2,0,"HOXD11"
0,1,0,"HOXD13"
1983,2142,2565,"HERC2"
79,89,83,"SNRPN"
959,999,1317,"PSMG2"
401,554,592,"TWSG1"
1044,1268,1744,"ARHGAP22"
1,0,2,"WDFY4"
3248,3517,4473,"EIF2AK4"
1801,1822,2068,"MYO5C"
892,908,963,"CGNL1"
470,834,910,"TMOD2"
424,417,508,"TTBK2"
17,18,19,"ELL3"
399,422,563,"CCDC32"
1622,1714,2045,"INO80"
1119,1232,1437,"ICE2"
5,19,22,"DLL4"
25,26,26,"ALDH1A2"
1064,1483,1441,"MINDY2"
2053,2013,2469,"IVD"
1638,1617,2430,"KNSTRN"
1920,1665,2252,"DUT"
64,41,76,"CHAC1"
823,782,988,"CLN6"
5854,5483,6451,"ARPP19"
1477,1690,1785,"VPS13C"
43,57,82,"CALML4"
1229,960,1166,"ISLR"
106,82,135,"THAP10"
543,622,881,"LOXL1"
1,0,0,"ACKR4"
1393,1532,1955,"ANAPC13"
1015,975,1215,"MBD4"
5650,5556,6670,"COPB1"
680,624,854,"PSMA1"
898,821,998,"SUMF2"
3566,3812,4299,"PALLD"
1807,1990,2109,"SPCS3"
362,610,785,"BBOX1"
1,0,4,"MYOD1"
462,429,565,"SERGEF"
15,12,11,"KCNC1"
165,104,117,"TPH1"
0,0,0,"CSRP3"
829,744,1099,"E2F8"
866,743,994,"DCTD"
170,212,177,"SOX15"
913,839,1263,"PIMREG"
1397,1380,1806,"RPAIN"
77,96,93,"USP6"
0,1,2,"SHBG"
1802,1797,2028,"PLD2"
0,0,3,"AIPL1"
1,0,2,"CD68"
1132,1108,1413,"TXNDC17"
3,0,3,"ATP1B2"
1919,1955,2864,"FXR2"
10348,10566,12863,"KIF1C"
727,699,1021,"MPDU1"
3519,3687,4427,"PHF20L1"
296,295,372,"LRRC6"
1277,1423,1588,"CCNT1"
879,934,1055,"PUS7L"
2852,3187,4344,"KRI1"
27949,26509,36053,"ILF3"
22433,23108,25992,"SLC44A2"
3329,3347,4043,"AP1M2"
498,400,628,"CDKN2D"
1713,1479,1580,"MTUS1"
38,51,83,"KLK14"
0,0,0,"SIGLEC9"
2111,2122,1641,"KLK10"
18,18,8,"KLK8"
503,563,745,"NGDN"
0,0,0,"RIPK3"
209,162,135,"ADCY4"
976,1286,1717,"RAB2B"
1604,1368,1499,"BCL2L2"
793,813,973,"AJUBA"
224,219,233,"DTD2"
1052,991,1325,"PARP2"
527,641,770,"HEATR5A"
136,147,91,"FOXA1"
1657,1849,2190,"SNX6"
568,574,651,"EAPP"
804,222,370,"EGLN3"
1495,1330,1671,"MIS18BP1"
32,42,42,"NRL"
104,84,30,"RNASE1"
534,615,728,"NEDD8"
2092,2225,2672,"DAD1"
1298,1555,1608,"TEP1"
103,123,86,"EPB41L4A"
0,1,1,"CDO1"
2588,2864,3576,"REEP5"
1218,1034,1225,"ITFG1"
196,227,415,"QRICH2"
1,2,1,"FOXJ1"
1169,1333,1557,"SEC14L1"
1552,1881,2298,"RHBDF2"
2,3,1,"AANAT"
69,107,79,"ARHGEF6"
505,554,722,"MAP7D3"
199,196,178,"FGF13"
1479,1302,1705,"ASH2L"
264,288,403,"TTI2"
0,0,0,"ART1"
68,122,121,"CHRNA10"
200,157,159,"CDKN1C"
403,377,519,"SGO1"
0,0,0,"TTTY1B"
0,0,0,"RPS4Y1"
0,0,0,"TTTY1"
0,0,0,"VCY1B"
0,0,0,"VCY"
0,0,0,"CDY2B"
8,10,8,"CDH15"
3035,3006,4081,"KLF16"
2800,2606,2950,"PGAP6"
690,673,1101,"DOHH"
4123,3887,5539,"MAU2"
421,392,344,"SHC2"
269,231,257,"PLPPR3"
0,0,0,"INS-IGF2"
3725,3456,4809,"ABHD17A"
7,5,22,"LBP"
5,0,0,"SYT5"
8,7,2,"TNNI3"
8,6,6,"CBFA2T3"
127,144,170,"GAMT"
516,513,665,"PUDP"
780,650,761,"ERMARD"
9450,9672,11795,"PHF10"
9,5,5,"PRRG3"
2,0,6,"GALNT8"
0,0,0,"KCNA5"
1995,2277,2466,"CRACR2A"
11,6,13,"NXNL2"
109,90,85,"STARD8"
683,951,995,"FAM155B"
2,0,2,"GDPD2"
24276,23005,20906,"SAT1"
1338,1567,1948,"GNL3L"
939,980,1043,"SH3BP4"
379,392,429,"MOSPD2"
2354,2303,2825,"DOCK6"
972,954,1441,"ECSIT"
4911,5056,7333,"LDLR"
1040,1212,1498,"ELOF1"
0,0,0,"TSPAN16"
1,1,0,"ANGPTL8"
9681,9833,13606,"PRKCSH"
5,4,17,"CNN1"
3049,3411,3730,"CDC16"
2,0,5,"ZSCAN10"
1646,1642,1949,"THEM6"
3772,3954,4734,"NECTIN2"
2296,2435,3184,"APOE"
2614,2709,4156,"TOMM40"
185,148,183,"APOC1"
133,145,424,"GADD45G"
0,0,0,"LRCH2"
0,0,0,"DPP6"
3719,3812,4777,"XPO7"
8,5,4,"ACE2"
1142,1000,1201,"FAM98C"
2192,2295,3201,"SAFB2"
8885,8022,10895,"RPL36"
42,50,61,"ATP8B3"
0,0,0,"GDF1"
3,6,8,"NCAN"
21199,24410,31094,"KIF1A"
3355,3082,4083,"GTPBP3"
5,1,1,"PLVAP"
542,238,111,"BST2"
231,297,316,"SLC27A1"
1071,1047,1573,"NSUN5"
11,7,5,"USHBP1"
12054,12852,15453,"COLGALT1"
3985,4471,6063,"DDA1"
1666,1911,2701,"MRPL34"
3856,3953,4909,"PGLS"
2254,2318,3444,"LSM7"
3507,3382,3992,"TULP4"
5022,4964,5471,"SNX9"
413,378,504,"RTN4IP1"
1101,1122,1525,"QRSL1"
276,291,390,"MTRES1"
1081,1208,1237,"RSPH3"
0,0,1,"MAS1"
0,1,0,"ACSBG2"
4875,4961,6659,"MLLT1"
0,0,0,"FUT5"
0,0,0,"BMP15"
33888,35633,37840,"AFDN"
30174,32685,38795,"ACTN4"
370,447,539,"STK33"
3691,3834,4572,"NDUFA10"
12,8,12,"EPO"
140,148,153,"ARPC1B"
0,0,0,"CACNG6"
288,454,442,"ZSWIM6"
99,161,158,"FCHO1"
38,37,45,"UNC13A"
2456,2479,3161,"MAP1S"
77,50,71,"KLHDC7B"
19132,20788,24905,"PXDN"
5199,5254,6341,"SSBP4"
16,2,19,"GDF15"
1689,1760,2186,"PGPEP1"
317,327,429,"IQCN"
6236,5850,8461,"LSM4"
13852,13802,16147,"JUND"
4,7,11,"HRC"
2350,1944,2499,"TRPM4"
0,0,0,"OR11H1"
580,582,686,"SULT4A1"
416,502,571,"ZNF557"
608,634,810,"CRB3"
302,277,232,"OLFM1"
6153,6373,7486,"CAMSAP1"
3117,3134,4072,"UBAC1"
0,2,1,"SAG"
462,425,407,"ZBTB46"
3590,2562,2542,"HELZ2"
743,689,831,"SAMD10"
142,119,98,"LSP1"
3,6,5,"TNNT3"
10,1,5,"TNNI2"
39,34,33,"H19"
0,2,2,"CYP2G1P"
10357,10966,12109,"COL5A1"
1575,1803,2388,"ATXN10"
2475,2311,3074,"TUBGCP2"
0,1,3,"CALY"
110,102,107,"CYP2E1"
542,524,654,"PNPLA7"
0,0,0,"HBZ"
2517,2540,3250,"PAK4"
381,307,570,"MNX1"
1151,1420,1777,"ZNF337"
1418,1483,2010,"CEP85"
1135,1147,1651,"TAF4"
0,0,0,"GATA5"
1247,923,1687,"RBBP8NL"
13807,12550,17205,"LAMA5"
2768,2654,3470,"OSBPL2"
4629,4447,6539,"ADRM1"
6805,7334,7879,"ASS1"
21,26,27,"PRDM12"
2433,2522,3423,"EXOSC2"
1754,1841,2453,"POMT1"
1544,1409,1952,"UCK1"
35,24,19,"FIBCD1"
17545,17857,21988,"PRRC2B"
1575,1536,1979,"CHMP2A"
1973,2025,3072,"UBE2M"
9231,8937,12156,"TRIM28"
1261,1167,1595,"METTL26"
1825,2114,2454,"YIPF2"
789,756,1221,"ATG4D"
7349,7338,9252,"EIF2S3"
364,311,422,"TMEM160"
2572,2328,3122,"ZC3H4"
19,16,25,"NPAS1"
2,1,2,"GMFG"
506,506,707,"MAP3K10"
1981,1839,2174,"ARHGEF16"
3278,3280,4705,"LRRC47"
262,230,348,"SESN2"
1100,1360,1812,"SMPDL3B"
1363,1460,1888,"ATP5IF1"
383,350,489,"MED18"
386,428,366,"THEMIS2"
2947,3627,4005,"CLIP1"
22,32,41,"CCDC62"
14329,12552,15696,"HIP1R"
1805,2037,2396,"ZNF317"
288,345,484,"PPAN"
3641,3823,5495,"EIF3G"
11,7,8,"ANGPTL6"
1343,1261,1204,"SHFL"
10064,9741,12884,"DNMT1"
1031,1145,1345,"ZNF426"
6960,6865,10028,"SLC6A8"
67,78,111,"PNCK"
7168,8039,10343,"DKC1"
12167,12727,15070,"PLXNA3"
303,340,386,"DUSP9"
277,289,338,"MPP1"
817,779,1152,"ZNF331"
751,789,908,"ZNF236"
36,36,33,"SLC7A10"
3932,3570,5181,"LRP3"
272,333,493,"C12orf65"
2510,2817,3784,"NOL11"
2757,2898,3974,"UBE4B"
3692,3673,4104,"CASZ1"
31,39,28,"PKDREJ"
0,1,0,"HSD17B3"
1,2,1,"NUTM2F"
1069,1253,1458,"HABP4"
4,2,4,"FBP2"
504,435,574,"SLC35D2"
661,747,904,"PRRG1"
9544,9799,12388,"UBA1"
60,66,73,"RGN"
1,2,0,"POLN"
0,0,0,"TXLNGY"
0,0,0,"TTTY9B"
1631,2140,2560,"PPIL4"
274,360,377,"ULBP2"
588,504,288,"AKAP12"
184,195,227,"SYNE1"
404,638,617,"ULBP3"
1565,2062,2094,"LATS1"
622,645,655,"EPS8L1"
0,0,0,"LILRB2"
1298,1232,1691,"AAR2"
9,9,10,"TTLL9"
0,0,0,"BPIFA2"
9133,10029,12608,"RBM39"
0,0,0,"COX4I2"
0,0,0,"BPIFA3"
504,609,761,"ZNF341"
726,734,1025,"GGT7"
0,0,0,"DEFB118"
844,876,1088,"ACSS2"
160,184,279,"EDA2R"
3687,3599,4632,"ARHGEF9"
59,44,45,"C1QL1"
7,8,8,"GFAP"
4,11,0,"PYY"
0,0,0,"HIGD1B"
1198,1206,1544,"ATP6V1E1"
381,488,669,"ZNF227"
970,884,1196,"ZNF428"
0,0,3,"TEX101"
312,370,408,"ZNF141"
4,0,3,"CCL25"
5994,5883,7665,"COX4I1"
838,858,1154,"EMC8"
2502,2418,3064,"GSE1"
0,0,0,"AC010531.1"
447,434,654,"GINS2"
3049,2729,3573,"CHMP1A"
1953,1974,2241,"SH3BGRL"
4512,4733,6007,"COX7B"
2,2,4,"SLC34A1"
1056,1075,1541,"F12"
1449,1382,2209,"PRR7"
353,481,411,"NFATC1"
5,5,1,"IDO1"
1,1,1,"GJA9"
9653,11051,13306,"CAP1"
2853,3244,4471,"PPT1"
4123,3722,4555,"RAB11FIP4"
3911,4689,5067,"RLIM"
0,0,0,"CDX4"
1362,1427,1845,"ABCB7"
3846,4018,4965,"TRAF3"
742,738,982,"HAUS8"
0,0,2,"ADGRE3"
2550,2446,3386,"MRPS25"
888,1005,1141,"SH3BP5"
589,547,678,"HACL1"
1844,2025,2208,"TBC1D5"
949,919,1136,"CAPN7"
582,584,649,"RFTN1"
2,1,1,"C3orf20"
1225,1197,1548,"RBSN"
1,3,5,"GALNT15"
1359,1222,1597,"SLC6A6"
2515,2077,2556,"KCNC3"
10,21,20,"NAPSA"
0,0,0,"NAPSB"
1284,1256,1473,"NR1H2"
0,0,0,"LRRC4B"
200,285,298,"PDLIM4"
292,322,411,"KIF3A"
3730,3943,5149,"MGAT1"
150,227,218,"GFPT2"
1367,1316,1914,"TUBG1"
4346,4855,6276,"PSME3"
4953,4330,5752,"RPL27"
356,379,523,"PSMC3IP"
108,89,154,"AOC3"
8468,8856,12210,"ACLY"
1436,1331,1716,"VPS25"
169,181,210,"RAMP2"
123,151,198,"AOC2"
0,0,0,"G6PC"
0,0,0,"AC091132.1"
648,592,770,"NDUFA2"
95,88,96,"ANKHD1"
10410,10680,12682,"DIAPH1"
2965,2902,3557,"NDFIP1"
3295,3388,4498,"UBE2D2"
0,0,0,"TTTY6"
0,0,0,"TTTY6B"
1223,1393,1570,"EXOC4"
8440,7420,10256,"ACAP3"
1993,2011,2615,"C1orf159"
2567,2658,3169,"ANO1"
12478,13440,16278,"PPFIA1"
3,4,0,"TMEM204"
752,606,922,"KREMEN2"
769,762,1164,"THOC6"
5339,5114,7049,"TRAF7"
344,516,313,"BARX1"
1530,1439,1928,"NINJ1"
12,14,25,"CA6"
528,440,583,"NPHP4"
3087,3510,3391,"MAP1B"
0,0,0,"RHOXF2"
1154,1376,1482,"IL13RA1"
477,540,570,"WDR44"
9,11,11,"CKMT2"
652,702,902,"ZCCHC9"
0,0,0,"KRT34"
0,0,0,"KRT33B"
3,4,9,"TNS4"
7444,7845,10072,"TOP2A"
1299,1279,1845,"STARD3"
438,453,635,"RARA"
1005,880,739,"PPP1R1B"
298,365,468,"KHDRBS3"
57,97,88,"CHD1L"
1183,1214,1340,"PEX11B"
85,82,86,"FMO5"
2843,2851,3386,"PIAS3"
1589,1980,2280,"PRKAB2"
914,840,979,"CLUHP3"
0,0,0,"FSHB"
1793,1994,2651,"PDHA1"
3,4,4,"RAI2"
2142,2400,3152,"MCCC2"
508,492,549,"ZNF304"
236,246,337,"ZSCAN5A"
0,2,3,"ZNF132"
0,0,0,"USP29"
311,362,502,"SELENOS"
911,1021,1250,"CHSY1"
908,1010,1382,"SNRPA1"
6,3,1,"KRT17P1"
2649,2595,3271,"LLGL1"
0,0,0,"NR0B2"
0,0,0,"LIN28A"
222,308,427,"THAP1"
3562,3143,3448,"RHPN2"
1143,1263,1484,"C19orf12"
182,140,212,"FAAP24"
0,0,0,"LRRC9"
741,898,1076,"ACTR10"
0,0,0,"ABHD12B"
236,252,252,"GCH1"
2808,3006,2885,"LGALS3"
1,0,2,"UBE2L2"
55,60,40,"PODNL1"
9434,10990,14159,"DNAJB1"
2389,2188,2283,"ZSWIM4"
753,574,841,"FBXW9"
1478,1416,1873,"RFX1"
8,9,12,"ZNF20"
163,130,195,"C19orf57"
2179,1957,2811,"DCAF15"
3377,3164,4075,"CC2D1A"
7,15,11,"RTBDN"
81,92,117,"MATN3"
564,647,646,"TRIM21"
455,500,503,"SPATA6"
3291,3353,4050,"LRRC41"
135,73,84,"CCT6B"
3235,2884,4117,"DHX30"
4117,4090,5489,"RAF1"
776,838,1073,"SLC6A11"
3,6,64,"PPARG"
7009,7556,9908,"NUP210"
2,0,1,"FCRLA"
774,765,1133,"HSD17B7"
2835,2425,2824,"ENOSF1"
0,0,0,"LINC00470"
258,234,271,"EMILIN2"
2,2,0,"SLX1A"
3145,3464,4196,"ARFIP2"
1175,1344,1376,"TRIM5"
15,16,16,"CNGA4"
601,285,127,"TRIM22"
593,651,729,"RRP8"
1133,1131,1437,"TIMM10B"
2516,2966,3002,"EFR3A"
0,0,0,"HHLA1"
3357,3798,4814,"PTCD3"
3562,3669,4483,"IMMT"
1752,1843,2371,"MRPL35"
202,207,183,"IQCA1"
979,1077,1424,"ILKAP"
938,1169,1443,"PER2"
11,4,6,"RAMP1"
192,241,336,"SCLY"
210,147,222,"PTPRE"
8895,9184,12022,"RAN"
2308,2330,2372,"PRKAA1"
757,817,811,"CARD6"
1425,1225,1319,"RAP1GAP2"
8186,8542,11494,"CLUH"
755,805,917,"INPP5K"
4008,4293,6061,"MYBBP1A"
4891,4726,6188,"RPA1"
20,41,44,"SERPINF1"
1637,1892,2532,"UBE2G1"
464,442,566,"EEFSEC"
1651,1798,2216,"TBC1D14"
171,158,171,"TMEM128"
353,347,418,"COQ3"
4351,4856,5588,"PNISR"
58,71,72,"POPDC3"
1056,1082,1199,"SEC61G"
1442,1263,1859,"LANCL2"
676,638,865,"FIGNL1"
2,15,11,"DDC"
0,0,0,"FTHL17"
3815,4000,4801,"GRSF1"
0,0,0,"ENAM"
0,0,0,"JCHAIN"
4589,5112,5329,"ANKRD17"
874,1001,1159,"UTP3"
2551,2697,2789,"ITGB4"
3208,3259,4223,"WBP2"
9206,10280,12495,"H3-3B"
1829,1634,2155,"UNK"
2754,3044,4015,"TRIM47"
4732,5359,5977,"ZRANB2"
14895,15863,20968,"EIF5A"
3082,3097,4327,"KDM6B"
0,0,0,"CLEC10A"
57,53,48,"SLC52A1"
0,0,0,"GUCY2D"
89,78,109,"GPS2"
118,34,17,"XAF1"
1056,1142,1447,"DLG4"
266,338,441,"RIDA"
907,1064,1206,"VPS13B"
56,32,36,"RGS22"
51,71,67,"MATN2"
333,281,455,"REEP2"
303,301,411,"PCBD2"
747,792,983,"SDF2"
3661,3866,4577,"FLOT2"
1106,1223,1538,"ERAL1"
1704,1576,2036,"PRMT7"
1524,1466,2204,"NIP7"
964,1071,1230,"TERF2"
923,992,1231,"VPS4A"
7419,7727,11240,"MTSS2"
11,5,4,"HSPA12B"
1006,1139,1444,"ANKEF1"
0,0,0,"SCP2D1"
1285,1154,1450,"PCED1A"
2,2,1,"SNAP25"
2789,2940,3113,"BTBD3"
4760,4927,6481,"PCNA"
901,829,1231,"NXT1"
415,405,615,"POLR3F"
1383,1241,1510,"RIN2"
4070,4002,4988,"PTPRA"
0,0,0,"SSTR4"
5847,6295,7938,"DAP3"
60,42,55,"RHBG"
4262,4978,5584,"KHDC4"
1,0,30,"ATP1A4"
2135,2865,3350,"NES"
0,0,2,"BCAN"
0,0,0,"CRP"
5699,5402,6911,"ARHGEF11"
4633,4396,5093,"RAB25"
35,11,42,"HAPLN2"
0,0,0,"APCS"
0,0,0,"FCRL2"
2460,2373,2851,"DCAF8"
45,62,47,"SYT11"
1005,1078,1469,"IGHMBP2"
0,0,2,"ACY3"
643,499,654,"ALDH3B2"
1172,1103,1474,"TESMIN"
761,731,1045,"MMACHC"
2326,2506,3439,"DPH2"
488,463,616,"TOE1"
9490,11377,14835,"NASP"
71,59,84,"MUTYH"
1178,1159,1633,"CTNNBL1"
906,720,1022,"LPIN3"
157,234,255,"ZSWIM3"
2213,2521,3530,"RBM38"
405,411,381,"VSTM2L"
1715,1596,2168,"OSER1"
4278,4230,5245,"SERINC3"
656,635,878,"PPP1R3D"
0,1,0,"AL139352.1"
41,40,37,"DMGDH"
62,43,62,"BHMT2"
2048,2007,2422,"AP3B1"
1686,1821,2386,"ZBED3"
3379,3287,3788,"PATJ"
11,7,17,"KANK4"
0,0,0,"ANGPTL3"
0,0,0,"SYT4"
0,0,0,"SLC14A2"
632,620,839,"FBXO44"
79,79,76,"CPLANE2"
333,298,360,"CASP9"
0,0,0,"NMUR2"
1850,1877,2285,"DCTN4"
0,2,0,"PDE6A"
84,102,105,"ATP8A2"
1,8,7,"MTUS2"
394,384,416,"ZMYM5"
661,705,852,"USPL1"
1281,1685,1848,"XPO4"
0,1,1,"TPTE2"
1589,1562,2113,"POMP"
949,1024,1265,"CDK8"
5,3,2,"ALOX5AP"
120,132,151,"HMGB1P5"
651,620,720,"WASF3"
0,1,0,"RNF17"
30,12,5,"GPR12"
28,61,58,"CHRM3"
1,1,0,"MYH8"
4377,4567,5261,"MYH10"
800,752,1044,"PEMT"
1314,1285,1767,"SCO1"
9943,11036,12736,"MPRIP"
1378,1108,1293,"CHI3L1"
10,13,12,"MYBPH"
1092,1013,1360,"PIK3C2B"
1629,1695,1778,"DSTYK"
4,0,1,"CHIT1"
2190,2374,3230,"SLC41A1"
28,19,10,"LGR6"
436,500,732,"TMCC2"
13,23,14,"DCLK1"
77,85,86,"CCNA1"
638,676,748,"COG6"
1537,1738,2230,"SPART"
0,0,0,"RXFP2"
4,6,16,"EPSTI1"
0,0,0,"TRPC4"
10,24,25,"POSTN"
440,363,412,"RFXAP"
26475,28734,36604,"TPT1"
820,826,1025,"GPALPP1"
0,0,0,"STOML3"
0,0,1,"KL"
798,837,1093,"RFC3"
837,738,1031,"STARD13"
0,0,0,"IRS4"
